ID,Status of exisiting checking account,Duration in month,Credit history,Purpose,Credit amount,Savings account/bonds,Present employment since,Installment rate in percentage of disposable income,Sex_0,Sex_1,Sex_2,Sex_3,Other debtors / guarantors,Present residence since,Property,Age in years,Other installment plans,Housing,Number of existing credits at this bank,Job,Number of people being liable to provide maintenance for,Telephone,foreign worker,Target
142,0.0,19.0,2.0,4.0,606.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,8.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0
143,0.0,13.0,2.0,3.0,469.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1
144,3.0,15.0,4.0,3.0,432.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,4.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0
145,1.0,29.0,1.0,9.0,625.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,11.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0
146,0.0,2.0,4.0,0.0,74.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,20.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0
147,3.0,8.0,4.0,0.0,37.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,32.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0
148,0.0,23.0,4.0,3.0,752.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,9.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0
149,3.0,13.0,4.0,4.0,293.0,3.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,27.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0
150,3.0,2.0,2.0,4.0,211.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,23.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0
151,3.0,6.0,2.0,4.0,352.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,19.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,0
152,2.0,23.0,2.0,4.0,767.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0
153,1.0,17.0,4.0,1.0,842.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,10.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0
154,1.0,17.0,3.0,9.0,814.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,17.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0
155,0.0,8.0,2.0,3.0,183.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1
156,0.0,5.0,4.0,6.0,187.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,29.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0
157,0.0,8.0,1.0,8.0,3.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,26.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
158,1.0,17.0,2.0,0.0,618.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,19.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0
159,3.0,2.0,4.0,4.0,345.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0
160,3.0,17.0,4.0,4.0,538.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,17.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,0
161,3.0,13.0,4.0,0.0,118.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0
162,3.0,11.0,2.0,5.0,177.0,2.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,17.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0
163,1.0,6.0,2.0,0.0,825.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,50.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0
164,3.0,23.0,2.0,0.0,85.0,2.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,17.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0
165,3.0,2.0,2.0,3.0,550.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,13.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0
166,0.0,13.0,2.0,3.0,132.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,14.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1
167,1.0,7.0,2.0,3.0,292.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0
168,3.0,17.0,2.0,3.0,676.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,6.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0
169,1.0,17.0,4.0,9.0,357.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1
170,0.0,11.0,0.0,0.0,97.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,14.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,1
171,3.0,8.0,2.0,3.0,60.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0
172,1.0,17.0,3.0,3.0,386.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,15.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,1
173,1.0,4.0,2.0,4.0,237.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,14.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0
174,0.0,15.0,3.0,7.0,605.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1
175,3.0,21.0,1.0,1.0,834.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1
176,0.0,8.0,2.0,3.0,485.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0
177,0.0,2.0,4.0,4.0,2.0,2.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,33.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0
178,3.0,8.0,2.0,4.0,367.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,12.0,2.0,0.0,1.0,3.0,1.0,1.0,0.0,0
179,0.0,15.0,4.0,0.0,19.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,46.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0
180,3.0,23.0,3.0,9.0,877.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1
181,1.0,23.0,3.0,9.0,706.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,1
182,0.0,15.0,1.0,0.0,302.0,4.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,21.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1
183,3.0,17.0,4.0,3.0,653.0,3.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,31.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0
184,1.0,13.0,4.0,0.0,78.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,17.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1
185,3.0,11.0,4.0,4.0,216.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,12.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0
186,1.0,5.0,1.0,1.0,742.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,51.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0,1
187,1.0,12.0,4.0,0.0,143.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,49.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0
188,0.0,8.0,2.0,4.0,36.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1
189,1.0,13.0,0.0,3.0,588.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,14.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0
190,3.0,17.0,2.0,9.0,713.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,35.0,2.0,1.0,2.0,3.0,0.0,1.0,0.0,1
191,1.0,29.0,0.0,9.0,659.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,15.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1
192,1.0,19.0,2.0,9.0,669.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,17.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,1
193,3.0,2.0,2.0,4.0,393.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0
194,1.0,27.0,2.0,4.0,559.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1
195,1.0,5.0,4.0,7.0,261.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,15.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,1
196,3.0,2.0,4.0,4.0,226.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0
197,1.0,8.0,2.0,3.0,98.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,8.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1
198,1.0,17.0,2.0,1.0,519.0,4.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,17.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0
199,1.0,13.0,3.0,3.0,699.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,21.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,1
200,3.0,5.0,4.0,7.0,93.0,2.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,33.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0
201,0.0,8.0,2.0,0.0,141.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0
202,3.0,19.0,3.0,9.0,741.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,7.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0
203,0.0,8.0,2.0,8.0,83.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1
204,3.0,8.0,4.0,0.0,259.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0
205,0.0,21.0,4.0,1.0,887.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,19.0,2.0,2.0,2.0,3.0,1.0,1.0,0.0,0
206,3.0,8.0,4.0,3.0,357.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,24.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0
207,1.0,8.0,4.0,5.0,240.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,7.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0
208,0.0,17.0,2.0,9.0,800.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
209,3.0,8.0,2.0,1.0,236.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,36.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0
210,3.0,5.0,4.0,4.0,566.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,14.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0
211,3.0,23.0,2.0,4.0,658.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,26.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0
212,0.0,19.0,0.0,9.0,749.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,31.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1
213,2.0,21.0,3.0,9.0,348.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,47.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,1
214,3.0,23.0,4.0,4.0,592.0,4.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,32.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0
215,1.0,2.0,4.0,8.0,92.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,20.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0
216,0.0,13.0,0.0,9.0,570.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0
217,2.0,23.0,2.0,4.0,667.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0
218,0.0,17.0,2.0,3.0,557.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0
219,3.0,6.0,2.0,0.0,218.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,45.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0
220,1.0,8.0,2.0,4.0,25.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
221,0.0,8.0,2.0,7.0,150.0,4.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0
222,3.0,8.0,2.0,4.0,45.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,11.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0
223,3.0,17.0,3.0,9.0,550.0,4.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,13.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0
224,3.0,11.0,2.0,1.0,718.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,11.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0
225,3.0,23.0,0.0,6.0,493.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,8.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0
226,1.0,29.0,2.0,4.0,890.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,8.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1
227,0.0,8.0,2.0,3.0,847.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,34.0,2.0,2.0,0.0,3.0,0.0,1.0,0.0,1
228,3.0,5.0,2.0,4.0,254.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1
229,0.0,17.0,2.0,3.0,577.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0
230,2.0,23.0,2.0,4.0,692.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,7.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1
231,3.0,5.0,2.0,0.0,475.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,32.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0
232,3.0,8.0,2.0,4.0,403.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,16.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0
233,1.0,13.0,2.0,4.0,75.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,6.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0
234,3.0,0.0,4.0,4.0,279.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0
235,0.0,17.0,2.0,4.0,327.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,11.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,1
236,1.0,2.0,2.0,0.0,913.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1
237,1.0,15.0,2.0,9.0,522.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,42.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
238,3.0,8.0,4.0,4.0,189.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,16.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0
239,0.0,21.0,2.0,4.0,479.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,20.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0
240,0.0,17.0,2.0,0.0,86.0,4.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,10.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1
241,3.0,2.0,2.0,4.0,297.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,32.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0
242,0.0,29.0,0.0,1.0,715.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,5.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1
243,3.0,8.0,4.0,9.0,144.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0
244,3.0,8.0,1.0,8.0,611.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,16.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0
245,3.0,17.0,2.0,9.0,176.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0
246,3.0,8.0,4.0,4.0,48.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,33.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0
247,3.0,2.0,0.0,0.0,153.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,16.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0
248,2.0,17.0,2.0,3.0,353.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0
249,3.0,13.0,2.0,4.0,12.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1
250,0.0,2.0,4.0,0.0,34.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,20.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0
251,2.0,8.0,2.0,3.0,426.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,27.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0
252,1.0,21.0,2.0,0.0,408.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,5.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1
253,3.0,17.0,3.0,3.0,688.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,16.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0
254,1.0,5.0,2.0,3.0,380.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0
255,1.0,31.0,3.0,4.0,830.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0
256,3.0,17.0,4.0,4.0,505.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,16.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0
257,0.0,8.0,1.0,4.0,407.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1
258,3.0,11.0,2.0,1.0,656.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,4.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0
259,3.0,7.0,4.0,4.0,136.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,38.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0
260,0.0,8.0,2.0,3.0,304.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0
261,0.0,17.0,2.0,4.0,300.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,36.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0
262,0.0,13.0,4.0,0.0,750.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,17.0,2.0,2.0,2.0,3.0,0.0,1.0,0.0,0
263,3.0,8.0,4.0,7.0,515.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,38.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0
264,3.0,6.0,4.0,0.0,165.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,13.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0
265,1.0,11.0,2.0,4.0,68.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,18.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,1
266,3.0,23.0,4.0,9.0,787.0,4.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,17.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0
267,3.0,17.0,2.0,4.0,273.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,19.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0
268,0.0,10.0,2.0,0.0,867.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,26.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,1
269,3.0,17.0,2.0,4.0,106.0,4.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,6.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0
270,3.0,13.0,2.0,0.0,500.0,4.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,13.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0
271,3.0,8.0,4.0,3.0,231.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,18.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0
272,1.0,29.0,1.0,0.0,900.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,17.0,2.0,2.0,0.0,3.0,0.0,1.0,0.0,0
273,1.0,29.0,2.0,4.0,563.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,9.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1
274,0.0,21.0,2.0,6.0,899.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1
275,3.0,5.0,2.0,4.0,507.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0
276,3.0,13.0,4.0,4.0,461.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,7.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0
277,0.0,8.0,2.0,3.0,177.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,30.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0
278,3.0,2.0,2.0,3.0,716.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,13.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1
279,3.0,17.0,2.0,4.0,346.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,10.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0
280,3.0,11.0,4.0,1.0,597.0,3.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,4.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0
281,3.0,8.0,2.0,3.0,291.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,31.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0
282,2.0,13.0,1.0,4.0,245.0,4.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,30.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
283,3.0,11.0,4.0,3.0,267.0,4.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,44.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0
284,1.0,17.0,4.0,0.0,665.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,18.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0
285,0.0,28.0,2.0,0.0,888.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0
